voie;insee;commune
Rue du 8 Mai 1945;09312;La Tour-du-Crieu
Avenue du 8 Mai 1945;09324;Varilhes
Impasse du 08 Mai;09324;Varilhes
Impasse du 8 Mai 1945;09332;Verniolle
Rue du 19 Mars 1962;09332;Verniolle
Avenue 11 Novembre 1918;09336;Villeneuve-d'Olmes
Avenue du 11 Novembre;09336;Villeneuve-d'Olmes
Avenue du 8 Mai;09336;Villeneuve-d'Olmes
Avenue du 8 Mai 1945;09336;Villeneuve-d'Olmes
Rue du 19 Mars;09336;Villeneuve-d'Olmes
Rue du 11 Novembre;09339;Villeneuve-du-Paréage
Rue du 19 Mars 1962;09339;Villeneuve-du-Paréage
Rue du 1er Mai;09339;Villeneuve-du-Paréage
Rue du 8 Mai 1945;09339;Villeneuve-du-Paréage
Avenue du 19 Mars 1962;09342;Sainte-Suzanne
Rue du 13 Juin 1940;10006;Arcis-sur-Aube
Place du 8 Mai 1945;10028;Balnot-la-Grange
Rue du 14 Juillet;10029;Balnot-sur-Laignes
Boulevard du 14 Juillet;10033;Bar-sur-Aube
Rue du 8 Mai;10033;Bar-sur-Aube
Place du 8 Mai;10034;Bar-sur-Seine
Rue du 14 Juillet;10034;Bar-sur-Seine
Place 14 Juillet;10052;Boulages
Rue du 19 Mars 1962;10064;Brienne-le-Château
Rue du 8 Mai 1945;10064;Brienne-le-Château
Avenue des Martyrs du 24 Août;10067;Buchères
Rue du 15 Juin 1940;10069;Buxières-sur-Arce
Rue du 8 Mai 1945;10080;Chaource
Rue du 11 Novembre;10140;Ervy-le-Châtel
Rue du 14 Juillet;10140;Ervy-le-Châtel
Rue du 8 Mai 1945;10140;Ervy-le-Châtel
Rue du 4 Septembre;10142;Estissac
Avenue du 28 Août 1944;10209;Lusigny-sur-Barse
Rue du 14 Juin 1940;10211;Macey
Rue du 28 Août 1944;10238;Mesnil-Saint-Père
Rue du 27 Août 1944;10255;Montreuil-sur-Barse
Place du 8 Mai;10261;Mussy-sur-Seine
Rue du 11 Novembre;10265;Les Noës-près-Troyes
Rue du 25 Aout;10265;Les Noës-près-Troyes
Rue du 8 Mai 1945;10265;Les Noës-près-Troyes
Rue du 8 Mai 1945;10268;Nogent-sur-Seine
Rue du 8 Mai 1945;10278;Pargues
Rue du 4 Mai 1944;10293;Poivres
Rue du 27 Aout 1944;10304;Précy-Saint-Martin
Avenue du 8 Mai;10323;Romilly-sur-Seine
Impasse 19 Mars 1962 Fin Guer Alge;10323;Romilly-sur-Seine
Impasse du 19 Mars 1962;10323;Romilly-sur-Seine
Rue du 1er Mai;10323;Romilly-sur-Seine
Rue du 1er Février 1814;10327;La Rothière
Rue du 1er Mai;10349;Saint-Lyé
Rue du 20 Juin 1944;10350;Saint-Mards-en-Othe
Impasse du 1er Aout;10352;Sainte-Maure
Rue du 8 Mai 1945;10352;Sainte-Maure
Place du 11 Novembre 1918;10357;Saint-Parres-aux-Tertres
Place du 8 Mai 1945;10357;Saint-Parres-aux-Tertres
Passage du 4 Septembre;10362;Sainte-Savine
Rue du 11 Novembre;10362;Sainte-Savine
Rue du 25 Aout;10362;Sainte-Savine
Rue du 14 Juillet;10375;Thennelières
Rue du 11 Novembre;10381;Torvilliers
Rue du 8 Mai;10381;Torvilliers
Rue du Onze Novembre 1918;10381;Torvilliers
Avenue du 1er Mai;10387;Troyes
Avenue du Premier Mai;10387;Troyes
Boulevard du 14 Juillet;10387;Troyes
Rue du 8 Mai 1945;10387;Troyes
Place du 11 Novembre;10401;Vendeuvre-sur-Barse
Place du 8 Mai 1945;10401;Vendeuvre-sur-Barse
Rue du 8 Mai 1945;10420;Villenauxe-la-Grande
Rue du 8 Mai 1945;11008;Alet-les-Bains
Rue du 11 Novembre;11009;Alzonne
Rue du 19 Mars 1962;11009;Alzonne
Rue du 8 Mai 1945;11009;Alzonne
Rue du 1er Mai;11012;Argeliers
Avenue du 19 Mars 1962;11014;Armissan
Rue du 19 Mars 1962;11021;Axat
Avenue du 19 Mars;11022;Azille
Rue du 8 Mai;11022;Azille
Rue du 8 Mai;11033;Belpech
Place du 10 Mai;11040;Bizanet
Rue du 4 Septembre;11040;Bizanet
Rue du 19 Mars 1962;11042;Blomac
Rue du 19 Mars;11049;Bram
Rue du 19 Mars 1962;11049;Bram
Rue du 19 Mars 1962;11068;Capendu
Rue du 14 Juillet;11069;Carcassonne
Rue du 24 Fevrier;11069;Carcassonne
Rue du 4 Septembre;11069;Carcassonne
Avenue du 8 Mai 1945;11076;Castelnaudary
Rue du 11 Novembre;11076;Castelnaudary
Rue du 18 Juin 1940;11076;Castelnaudary
Avenue 19 Mars 1962;11084;Caux-et-Sauzens
Place du 19 Mars 1962;11088;Cazilhac
Avenue du 19 Mars 1962;11091;Chalabre
Place du 19 Mars 1962;11099;Conques-sur-Orbiel
Rue du 8 Août 1944;11099;Conques-sur-Orbiel
Rue du 26 Septembre 1992;11103;Couiza
Allee du 1er Mai;11106;Coursan
Allée du Premier Mai;11106;Coursan
Rue du 14 Juillet;11106;Coursan
Place du 19 Mars 1962;11116;Cuxac-d'Aude
Rue des 19 et 20 Juin;11116;Cuxac-d'Aude
Rue du 11 Novembre;11116;Cuxac-d'Aude
Rue du 1er Mai;11116;Cuxac-d'Aude
Rue du 4 Septembre;11116;Cuxac-d'Aude
Rue du 19 Mars 1962;11124;Durban-Corbières
Place du 19 Mars 1962;11125;Embres-et-Castelmaure
Rue du 26 Août 1789;11128;Escueillens-et-Saint-Just-de-Bélengard
Avenue du 19 Mars;11129;Espéraza
Rue du 14 Juillet;11132;Fabrezan
Impasse du 11 Novembre 1918;11140;Ferrals-les-Corbières
Rue du 14 Juillet 1789;11140;Ferrals-les-Corbières
Rue du 19 Mars 1962;11140;Ferrals-les-Corbières
Rue du 6 Juin 1944;11140;Ferrals-les-Corbières
Rue du 8 Mai 1945;11140;Ferrals-les-Corbières
Avenue du 10 Mai;11145;Fleury
Place du 10 Mai;11145;Fleury
Rue du 14 Juillet;11145;Fleury
Rue du 8 Mai 1945;11145;Fleury
Rue du 11 Novembre;11150;Fontiers-Cabardès
Rue du 19 Mars 1962;11152;Fontjoncouse
Rue du 11 Novembre;11172;Homps
Place du 19 Mars;11176;Jonquières
Place du 19 Mars 1962;11176;Jonquières
Place du 19 Mars 1962;11187;Lanet
Place du 11 Novembre;11190;La Redorte
Rue du 18 Juin 1940;11202;Leucate
Impasse du 24 Février;11203;Lézignan-Corbières
Place du 1er Mai;11203;Lézignan-Corbières
Place du 8 Mai 1945;11203;Lézignan-Corbières
Rue du 24 Février;11203;Lézignan-Corbières
Allee du 19 Mars 1962;11206;Limoux
Avenue du 1er Mai;11206;Limoux
Place du 21 Decembre;11206;Limoux
Place du 22 Septembre;11206;Limoux
Rue du 11 Novembre;11210;Luc-sur-Orbieu
Rue du 19 Mars 1962;11210;Luc-sur-Orbieu
Rue du 5 Décembre;11210;Luc-sur-Orbieu
Place du 14 Juillet;11211;Magrie
Place du 19 Mars;11211;Magrie
Rue du 19 Mars 1962;11217;Marcorignan
Place du 19 Mars 1962;11232;Miraval-Cabardès
Avenue du 4 Aout 1792;11241;Montbrun-des-Corbières
Rue du 11 Novembre;11241;Montbrun-des-Corbières
Rue du 14 Juillet;11241;Montbrun-des-Corbières
Rue du 19 Mars 1962;11241;Montbrun-des-Corbières
Rue du 8 Mai 1945;11241;Montbrun-des-Corbières
Rue du 11 Novembre;11253;Montolieu
Rue du 8 Mai 1945;11253;Montolieu
Rue du 19 Mars 1962;11254;Montréal
Rue du 1er Mai;11258;Moussan
Rue du 19 Mars 1962;11259;Moussoulens
Rue du 8 Mai 1945;11259;Moussoulens
Place du 19 Mars 1962;11260;Mouthoumet
Rue du 10 Aout;11262;Narbonne
Rue du 14 Juillet;11262;Narbonne
Rue du 1er Mai;11262;Narbonne
Rue du 4 Septembre;11262;Narbonne
Rue du 8 Mai 1945;11262;Narbonne
Rue du 14 Juillet;11264;Névian
Place du 19 Mars 1962;11265;Niort-de-Sault
Place du 21 Juillet 1844;11266;Port-la-Nouvelle
Rue du 4 Septembre;11266;Port-la-Nouvelle
Rue du 11 Novembre;11279;Pennautier
Rue du 14 Juillet;11279;Pennautier
Rue du 8 Mai;11279;Pennautier
Rue du 11 Novembre 1918;11280;Pépieux
Rue du 19 Mars 1962;11280;Pépieux
Rue du 8 Mai 1945;11280;Pépieux
Rue du 11 Novembre;11286;Peyriac-Minervois
Place 14 Juillet;11288;Pezens
Rue du 19 Mars;11288;Pezens
Rue du 19 Mars 1962;11288;Pezens
Rue du 8 Mai;11288;Pezens
Rue du 11 Novembre 1918;11301;Puichéric
Rue du 19 Mars 1962;11301;Puichéric
Rue du 8 Mai 1945;11301;Puichéric
Rue du 19 Mars;11304;Quillan
Rue du 19 Mars 1962;11304;Quillan
Rue du 4 Septembre;11304;Quillan
Avenue du 24 Aout 1944;11315;Rieux-Minervois
Impasse du 24 Aout;11315;Rieux-Minervois
Rue du 19 Mars 1962;11315;Rieux-Minervois
Rue du 19 Mars;11324;Roubia
Place du 19 Mars;11327;Roullens
Rue du 11 Novembre;11330;Rustiques
Place du 10 Mai 1981;11332;Saint-André-de-Roquelongue
Rue du 19 Mars 1962;11337;Saint-Couat-d'Aude
Place du 19 Mars;11345;Saint-Jean-de-Barrou
Rue du 4 Septembre;11353;Saint-Marcel-sur-Aude
Rue du 11 Novembre;11356;Saint-Martin-Lalande
Rue du 8 Mai 1945;11356;Saint-Martin-Lalande
Rue du 19 Mars 1962;11369;Sallèles-d'Aude
Rue du 4 Septembre;11369;Sallèles-d'Aude
Rue du 14 Juillet;11370;Salles-d'Aude
Rue du 4 Septembre;11370;Salles-d'Aude
Rue du 19 Mars;11372;Salsigne
Rue du 1er Decembre 1790;11379;Sigean
Rue du 1er Mai;11379;Sigean
Rue du 4 Septembre;11379;Sigean
Rue du Premier Decembre 1790;11379;Sigean
Rue du Premier Mai;11379;Sigean
Place du 19 Mars 1962;11393;Tourouzelle
Cité du Premier Mai;11397;Trèbes
Rue de la Cite du Huit Mai;11397;Trèbes
Rue de la Cite du Premier Mai;11397;Trèbes
Rue du 11 Novembre;11397;Trèbes
Rue du 14 Juillet;11397;Trèbes
Rue du 1er Mai;11397;Trèbes
Rue du 4 Aout;11397;Trèbes
Rue du 8 Mai;11397;Trèbes
Place du 19 Mars 1962;11410;Villalier
Place du 11 Novembre;11413;Villardonnel
Place du 19 Mars;11425;Villegailhenc
Rue du 8 Mai;11429;Villemoustaussou
Rue du 8 Mai 1945;11434;Villepinte
Avenue du 11 Novembre;11437;Villesèquelande
Rue du 19 Mars 1962;11437;Villesèquelande
Rue du 8 Mai;11437;Villesèquelande
Rue du 14 Juillet;11438;Villesiscle
Rue du 14 Juillet;11441;Vinassan
Rue du 1er Mai;11441;Vinassan
Place du 19 Mars 1962;12001;Agen-d'Aveyron
Rue du 19 Mars 1962;12013;Aubin
Place du 19 Mars 1962;12026;Bertholène
Place du 11 Novembre;12033;Bozouls
Place du 11 Novembre 1918;12033;Bozouls
Rue du 19 Mars 1962;12033;Bozouls
Rue du 8 Mai 1945;12033;Bozouls
Impasse du 1er Mai;12052;Capdenac-Gare
Place du 14 Juillet;12052;Capdenac-Gare
Rue de la Place du 14 Juillet;12052;Capdenac-Gare
Rue du 19 Mars 1962;12052;Capdenac-Gare
Rue du 1er Mai;12052;Capdenac-Gare
Rue du 4 Septembre;12052;Capdenac-Gare
Rue du Premier Mai;12052;Capdenac-Gare
Place du 19 Mars 1962;12056;Baraqueville
Rue du 11 Novembre 1918;12056;Baraqueville
Rue du 11 Novembre;12057;Cassagnes-Bégonhès
Avenue du 19 Mars 1962;12083;Cransac
Rue du 1 Mai;12083;Cransac
Rue du 14 Juillet;12083;Cransac
Rue du 1er Mai;12083;Cransac
Place du 19 Mars 1962;12084;Creissels
Avenue du 10 Aout;12089;Decazeville
Avenue du 8 Mai 1945;12089;Decazeville
Avenue du Huit Mai;12089;Decazeville
Rue du 4 Septembre;12089;Decazeville
Rue du 16 Aout 1944;12094;Entraygues-sur-Truyère
Avenue du 10 Aout;12100;Firmi
Rue du 8 Mai 1945;12100;Firmi
Avenue du 11 Novembre;12102;Flavin
Rue du 19 Mars 1962;12118;Lacroix-Barrez
Place du 11 Novembre 1918;12120;Laissac-Sévérac l'Église
Place du 8 Mai 1945;12120;Laissac-Sévérac l'Église
Rue du 19 Mars 1962;12127;Lédergues
Place 14 Juin;12130;Livinhac-le-Haut
Rue du 8 Mai;12130;Livinhac-le-Haut
Rue du 19 Mars 1962;12138;Marcillac-Vallon
Rue du 19 Mars 1962;12145;Millau
Place du 19 Mars 1962;12148;Montbazens
Place du 14 Aout;12168;Nant
Rue du 19 Mars 1962;12169;Naucelle
Rue du 19 Mars 1962;12172;Le Nayrac
Rue du 14 Juillet;12176;Onet-le-Château
Rue du 14 Juillet 1789;12176;Onet-le-Château
Rue du 19 Mars 1962;12198;Rieupeyroux
Avenue du 8 Mai 1945;12202;Rodez
Impasse du 8 Mai 1945;12202;Rodez
Rue du 11 Novembre;12202;Rodez
Rue du Dix Huit Juin;12202;Rodez
Rue du 19 Mars 1962;12208;Saint-Affrique
Rue du 19 Mars 1962;12237;Saint-Laurent-d'Olt
Impasse du 17 Aout 1944;12241;Sainte-Radegonde
Rue du 17 Aout 1944;12241;Sainte-Radegonde
Place du 19 Mars 1962;12243;Saint-Rome-de-Cernon
Rue du 19 Mars 1962;12253;Salles-Curan
Route du 19 Mars 1962;12270;Sévérac d'Aveyron
Rue du 19 Mars 1962;12270;Sévérac d'Aveyron
Rue du 19 Mars 1962;12280;Thérondels
Rue du 10 Aout 1944;12288;Valady
Avenue du 19 Mars 1962;12298;Villecomtal
Avenue du 8 Mai;12300;Villefranche-de-Rouergue
Rue du 11 Novembre;12300;Villefranche-de-Rouergue
Place du 19 Mars;12301;Villeneuve
Rue du 4 Septembre;12305;Viviez
Avenue du 12 Juillet 1998;13001;Aix-en-Provence
Avenue du 8 Mai;13001;Aix-en-Provence
Rue du 11 Novembre;13001;Aix-en-Provence
Rue du 4 Septembre;13001;Aix-en-Provence
Cours du 11 Novembre;13002;Allauch
Avenue du 14 Juillet 1789;13003;Alleins
Rue du 11 Novembre 1918;13003;Alleins
Rue du 19 Mars 1962;13003;Alleins
Rue du 4 Septembre;13003;Alleins
Rue du 8 Mai 1945;13003;Alleins
Chemin des Vignes du 1er Mai - Vc155;13004;Arles
Place du 19 Mars 1962;13004;Arles
Place du Huit Mai 1945;13004;Arles
Place du Onze Novembre 1918;13004;Arles
Place du Quatorze Juillet;13004;Arles
Rue du Quatorze Juillet;13004;Arles
Rue du Quatre Septembre;13004;Arles
Avenue du 19 Mars 1962;13005;Aubagne
Avenue du 21 Aout 1944;13005;Aubagne
Avenue du 24 Avril 1915;13005;Aubagne
Avenue du 8 Mai 1945;13005;Aubagne
Place du 8 Mai 1945;13006;Aureille
Avenue du 19 Mars 1962;13007;Auriol
Cours du 4 Septembre;13007;Auriol
Quai du 8 Mai 1945;13007;Auriol
Avenue de la Victoire du 8 Mai 1945;13014;Berre-l'Étang
Rue du 19 Mars 1962;13014;Berre-l'Étang
Avenue du 24 Avril 1915;13015;Bouc-Bel-Air
Avenue du 8 Mai;13015;Bouc-Bel-Air
Avenue du 8 Mai 1945;13015;Bouc-Bel-Air
Avenue du 19 Mars 1962;13016;La Bouilladisse
Rue du 14 Juillet 1789;13016;La Bouilladisse
Avenue du 11 Novembre;13017;Boulbon
Rue du 19 Mars;13017;Boulbon
Rue du 8 Mai 1945;13017;Boulbon
Place du 8 Mai 1945;13018;Cabannes
Place du 24 Avril 1915;13019;Cabriès
Avenue du 11 Novembre 1918;13022;Cassis
Avenue du Huit Mai 1945;13022;Cassis
Impasse du 8 Mai 1945;13022;Cassis
Avenue du 8 Mai 1945;13024;Charleval
Traverse du 12 Juin 1944;13024;Charleval
Avenue du 14 Juillet;13026;Châteauneuf-les-Martigues
Avenue du 4 Septembre;13026;Châteauneuf-les-Martigues
Impasse du 14 Juillet;13026;Châteauneuf-les-Martigues
Avenue du 8 Mai 1945;13027;Châteaurenard
Boulevard du 4 Septembre;13027;Châteaurenard
Rue du Huit Mai 1945;13027;Châteaurenard
Esp du 8 Mai 1945;13028;La Ciotat
Place du 4 Septembre;13030;Cuges-les-Pins
Place du 14 Juillet;13033;Ensuès-la-Redonne
Place du 4 Septembre;13033;Ensuès-la-Redonne
Impasse du 23 Aout 1944;13035;Eyguières
Rue de l’Appel du 18 Juin;13035;Eyguières
Avenue du 11 Novembre;13036;Eyragues
Avenue du 8 Mai;13036;Eyragues
Avenue du 8 Mai 1945;13036;Eyragues
Rue du 11 Novembre;13036;Eyragues
Avenue du 8 Mai 1945;13040;Fuveau
Impasse du 14 Juillet;13040;Fuveau
Rue du 14 Juillet;13040;Fuveau
Rue du 4 Septembre;13040;Fuveau
Avenue du 8 Mai 1945;13041;Gardanne
Rond-Point du 19 Mars 1962;13041;Gardanne
Avenue du 19 Mars 1962;13043;Gignac-la-Nerthe
Avenue du 8 Mai 1945;13046;Gréasque
Boulevard du 14 Juillet;13047;Istres
Avenue du 11 Novembre 1918;13050;Lambesc
Avenue du 8 Mai 1945;13050;Lambesc
Rue du 4 Septembre;13050;Lambesc
Place du 14 Juillet;13053;Mallemort
Rue du 11 Novembre;13053;Mallemort
Avenue du 8 Mai 1945;13054;Marignane
Place du 11 Novembre;13054;Marignane
Boulevard du 14 Juillet;13056;Martigues
Boulevard du 19 Mars 1962;13056;Martigues
Boulevard du Dix Neuf Mars 62;13056;Martigues
Cours du 4 Septembre;13056;Martigues
Place du 8 Mai 1945;13056;Martigues
Rue du 11 Août 1944;13056;Martigues
Place du 14 Juillet;13060;Meyreuil
Avenue du 8 Mai 1945;13063;Miramas
Boulevard du 14 Juillet;13063;Miramas
Rue du 14 Juillet;13063;Miramas
Rue du 8 Mai 1945;13065;Mouriès
Rue du 11 Novembre;13066;Noves
Rue du 19 Mars 1962;13066;Noves
Rue du 4 Septembre;13071;Les Pennes-Mirabeau
Avenue du 18 Juin;13075;Plan-de-Cuques
Rue du 19 Mars 1962;13076;Plan-d'Orgon
Impasse du 19 Mars 1962;13077;Port-de-Bouc
Rue du 19 Mars 1962;13077;Port-de-Bouc
Square du 8 Mai 1945;13077;Port-de-Bouc
Rue du 14 Juillet;13078;Port-Saint-Louis-du-Rhône
Rue du 19 Mars 1962;13078;Port-Saint-Louis-du-Rhône
Rue du 4 Septembre;13078;Port-Saint-Louis-du-Rhône
Rue du 8 Mai 1945;13078;Port-Saint-Louis-du-Rhône
Avenue du 8 Mai 1945;13079;Puyloubier
Avenue du 8 Mai 1945;13081;Rognac
Rue du 14 Juillet;13081;Rognac
Rue du 4 Septembre;13081;Rognac
Place du 14 Juillet;13082;Rognes
Avenue du 8 Mai 1945;13085;Roquefort-la-Bédoule
Chemin du 23 Août 1944;13088;Le Rove
Rue du 23 Août 1944;13088;Le Rove
Avenue du 19 Mars;13089;Saint-Andiol
Avenue du 19 Mars 1962;13089;Saint-Andiol
Place du 8 Mai;13092;Saint-Chamas
Rue du 4 Septembre;13092;Saint-Chamas
Rue du 19 Mars 1962;13098;Saint-Mitre-les-Remparts
Avenue du 19 Mars 1962;13100;Saint-Rémy-de-Provence
Rue du 8 Mai 1945;13100;Saint-Rémy-de-Provence
Rue du 21 Août 1944;13101;Saint-Savournin
Avenue du 8 Mai 1945;13102;Saint-Victoret
Place du 11 Novembre;13102;Saint-Victoret
Rue du 19 Mars 1962;13102;Saint-Victoret
All de la Loi du 9 Decembre 1905;13103;Salon-de-Provence
Avenue du 18 Juin 1940;13103;Salon-de-Provence
Avenue du 22 Août 1944;13103;Salon-de-Provence
Rue du 11 Novembre;13103;Salon-de-Provence
Rue du 14 Juillet;13103;Salon-de-Provence
Rue du 4 Septembre;13103;Salon-de-Provence
Square du 8 Mai 1945;13104;Sausset-les-Pins
Avenue du 8 Mai 1945;13105;Sénas
Place du 11 Novembre;13105;Sénas
Rue du 19 Mars 1962;13105;Sénas
Avenue du 8 Mai 1945;13106;Septèmes-les-Vallons
Rue 4 Septembre;13108;Tarascon
Rue du 19 Mars 1962;13108;Tarascon
Rue du 8 Mai 45;13108;Tarascon
Place du 14 Juillet;13110;Trets
Rue du 1er Mai;13110;Trets
Rue du 8 Mai 1945;13113;Venelles
Avenue du 8 Mai 1945;13117;Vitrolles
Rue du 14 Juillet;13119;Carnoux-en-Provence
Place du Quatre Septembre;13207;Marseille 7e Arrondissement
Place du Huit Mai 1945;13211;Marseille 11e Arrondissement
Rue du Dix Aout;13211;Marseille 11e Arrondissement
Avenue du Vingt Quatre Avril 1915;13212;Marseille 12e Arrondissement
Impasse du Onze Novembre;13213;Marseille 13e Arrondissement
Rue du Onze Novembre;13213;Marseille 13e Arrondissement
Impasse du 4 Aout 1944;14006;Amayé-sur-Orne
Rue du 19 Mars 1962;14020;Argences
Place du 6 Juin 1944;14021;Arromanches-les-Bains
Rue du 11 Novembre;14027;Les Monts d'Aunay
Rue du 12 Juin 1944;14027;Les Monts d'Aunay
Rue du 7 Août 1944;14027;Les Monts d'Aunay
Rue du 8 Mai 1945;14027;Les Monts d'Aunay
Rue du Huit Mai;14027;Les Monts d'Aunay
Rue du 4 Aout;14034;Avenay
Boulevard du 6 Juin;14047;Bayeux
Avenue du 5 Juin 1944;14060;Bénouville
Rue du 19 Mars 1962;14061;Souleuvre en Bocage
Rue du 8 Mai 1945;14061;Souleuvre en Bocage
Place du 6 Juin;14066;Bernières-sur-Mer
Rue du 11 Novembre;14068;Biéville-Beuville
Rue du 6 Juin;14068;Biéville-Beuville
Place du 14 Juillet;14076;Blainville-sur-Orne
Rue du 19 Mars 1962;14076;Blainville-sur-Orne
Rue du 16 Août 1944;14088;Bons-Tassilly
Rue du 11 Juin 1944;14098;Thue et Mue
Rue du 11 Novembre;14098;Thue et Mue
Rue du 7 Juin;14098;Thue et Mue
Rue du 8 Juin 1944;14098;Thue et Mue
Rue du Huit Juin 1944;14098;Thue et Mue
Rue du 10 Juin 1944;14100;Bretteville-sur-Laize
Rue du 10 Juin 1994;14100;Bretteville-sur-Laize
Rue du Dix Juin;14100;Bretteville-sur-Laize
Allee du 6 Juin;14106;Bréville-les-Monts
Allee du 6 Juin 44;14106;Bréville-les-Monts
Avenue du 6 Juin;14118;Caen
Rue du 11 Novembre;14118;Caen
Place du 18 Juillet;14119;Cagny
Place du 8 Mai;14123;Cairon
Rue du 3 Juillet 1944;14125;Cambes-en-Plaine
Place du 27 Juin;14137;Carpiquet
Rue du 4 Juillet 1944;14137;Carpiquet
Rue du Quatre Juillet;14137;Carpiquet
Residence du 8 Mai;14143;Caumont-sur-Aure
Rue du 8 Mai 1945;14145;Cauvicourt
Impasse du 7 Juin 1944;14159;Chouain
Rue du 5 Novembre 1993;14167;Colombelles
Rue du 6 Juin;14167;Colombelles
Rue du 8 Mars 1846;14173;Condé-sur-Ifs
Boulevard du 11 Novembre;14174;Condé-en-Normandie
Rue du 13 Aout 1944;14174;Condé-en-Normandie
Rue du 6 Juin;14174;Condé-en-Normandie
Place du 6 Juin;14191;Courseulles-sur-Mer
Rue du 11 Novembre;14191;Courseulles-sur-Mer
Rue du 8 Mai;14191;Courseulles-sur-Mer
Rue du 8 Mai 1945;14191;Courseulles-sur-Mer
Allée Minieri du 23 Juin 1993;14193;Courtonne-la-Meurdrac
Place du 13 Juin 1944;14215;Cuverville
Rue du 15 Juin 1944;14257;Évrecy
Place du 17 Aout;14258;Falaise
Rue du 8 Mai 1945;14258;Falaise
Avenue du 19 Mars 1962;14271;Fleury-sur-Orne
Rue du 11 Novembre;14277;Fontenay-le-Marmion
Rue du 11 Novembre;14287;Frénouville
Rue du 6 Juin 1944;14287;Frénouville
Rue du 8 Mai 1945;14287;Frénouville
Rue du 19 Mars 1962;14301;Giberville
Rue du 8 Mai;14309;Gouvix
Rue du 8 Juin;14312;Grandcamp-Maisy
Rue du 18 Juillet 1944;14319;Grentheville
Avenue du 6 Juin;14325;Hermanville-sur-Mer
Avenue du Six Juin;14325;Hermanville-sur-Mer
Place du 1 Décembre 1945;14327;Hérouville-Saint-Clair
Place du 6 Juin;14328;Hérouvillette
Rue du 8 Mai;14328;Hérouvillette
Rue du 11 Novembre 1918;14338;Houlgate
Rue du 8 Mai 1945;14338;Houlgate
Rue du 11 Novembre;14342;Isigny-sur-Mer
Rue du 8 Juin;14342;Isigny-sur-Mer
Pl Victimes du 2 Juillet 1944;14365;Lion-sur-Mer
Place des Victimes du 2 Juillet;14365;Lion-sur-Mer
Place du 7 Juillet 1944;14365;Lion-sur-Mer
Avenue du 6 Juin;14366;Lisieux
Place du 8 Mai;14366;Lisieux
Rue du 11 Novembre;14366;Lisieux
Rue du 11 Novembre;14371;Livarot-Pays-d'Auge
Rue du 8 Mai;14371;Livarot-Pays-d'Auge
Route du 7 Juin 1944;14377;Longues-sur-Mer
Rue du 7 Juin 1944;14407;Mathieu
Rue du 7 Août 1944;14408;May-sur-Orne
Avenue du 18 Aout 1944;14409;Merville-Franceville-Plage
Impasse du 14 Juin 1944;14431;Mézidon Vallée d'Auge
Rue du 11 Novembre;14431;Mézidon Vallée d'Auge
Rue du 8 Mai;14431;Mézidon Vallée d'Auge
Rue du 19 Mars 1962;14437;Mondeville
Rue du 13 Juin 1944;14475;Val d'Arry
Rue du 8 Mai;14478;Orbec
Rue du 16 Août 1944;14486;Ouilly-le-Tesson
Avenue du 6 Juin;14488;Ouistreham
Rue du 11 Novembre;14488;Ouistreham
Place du 6 Juin;14499;Petiville
Impasse du 11 Novembre;14515;Port-en-Bessin-Huppain
Rue du 11 Novembre;14515;Port-en-Bessin-Huppain
Rue du 6 Juin;14515;Port-en-Bessin-Huppain
Rue du 18 au 20 Août 1944;14524;Putot-en-Auge
Rue du 11 Novembre;14538;Castine-en-Plaine
Rue du 8 Mai;14538;Castine-en-Plaine
Rue du 7 Aout 1944;14554;Le Castelet
Rue du 6 Juin;14562;Saint-Aubin-sur-Mer
Rue du 6 Juin 1944;14605;Saint-Laurent-sur-Mer
Rue du 11 Novembre;14654;Saint-Pierre-en-Auge
Rue du 6 Juin 1944;14654;Saint-Pierre-en-Auge
Rue du 8 Mai;14654;Saint-Pierre-en-Auge
Rue du 18 Juillet;14659;Saint-Sylvain
Rue du 9 Juillet;14675;Soliers
Rue du 27 Juin 1944;14684;Tessel
Rue du 6 Juin;14685;Thaon
Boulevard du 30 Juin 1944;14689;Le Hom
Rue du 18 Juin 1944;14692;Tilly-sur-Seulles
Rue du 18 Juin 1994;14692;Tilly-sur-Seulles
Rue du 6 Juin;14712;Saline
Rue du 6 Juin;14712;Saline
Rue du 17 Aout 1944;14720;Ussy
Rue du 7 Juin 1944;14720;Ussy
Avenue du 6 Juin;14739;Ver-sur-Mer
Impasse du 6 Juin;14739;Ver-sur-Mer
Rue du 13 Juin 1944;14747;Vieux
Boulevard du 13 Juin 1944;14752;Villers-Bocage
Rue du 8 Mai 1945;14752;Villers-Bocage
Rue du 8 Mai;14754;Villers-sur-Mer
Rue du 17 Aout 1944;14761;Vimont
Place du 6 Juin;14762;Vire Normandie
Place du 8 Mai;14762;Vire Normandie
Residence du 11 Novembre;14762;Vire Normandie
Rue du 11 Novembre;14762;Vire Normandie
Rue du 11 Novembre 1918;15001;Allanche
Rue du 19 Mars 1962;15001;Allanche
Rue du 8 Mai 1945;15001;Allanche
Rue du Huit Mai;15001;Allanche
Rue du Onze Novembre;15001;Allanche
Rue du 14 Juillet;15003;Ally
Rue du 19 Mars;15003;Ally
Rue du 11 Novembre;15012;Arpajon-sur-Cère
Rue du 19 Mars;15012;Arpajon-sur-Cère
Rue du 19 Mars 1962;15012;Arpajon-sur-Cère
Rue du 8 Mai;15012;Arpajon-sur-Cère
